name,roaster,roast,loc_country,origin,centg_USD,rating,review_date,review,name_extended,roaster_extended,roast_extended,loc_country_extended,origin_1_extended,origin_2_extended,centg_USD_extended,rating_extended,review_date_extended,desc_extended
Yemen Mocha Haimi,Dragonfly Coffee Roasters,Light,United States,Yemen,15.43,94,July 2021,"Delicately perfumed, sweetly fermenty. Green grape, rum barrel, rhododendron, cocoa nib, oak in aroma and cup. Sweet-tart structure with juicy acidity",Costa Rica Hacienda Tobosi Copey Villa Sarchi Black Honey,Atom Coffee Roasters,Medium-Light,Taiwan,Tobosi,Cartago Province,6.55,94,July 2020,"Deeply rich, chocolaty and fruit-toned. Blueberry tart, chocolate fudge, rum barrel, gardenia, molasses in aroma and cup. Vibrantly sweet-tart structure with juicy, fruit-forward acidity"
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural,GK Coffee,Light,Taiwan,Costa Rica,9.6,94,July 2021,"Complex, richly sweet-savory, deeply floral. Star jasmine, salted caramel, cocoa nib, wild strawberry, mustard seed in aroma and cup. Sweet-tart-savory structure with high-toned acidity",Atom Blend,Atom Coffee Roasters,Medium,Taiwan,Brazil,Guatemala,4.36,90,July 2020,"Evaluated as espresso. Cocoa-toned, sweetly smoky. Cocoa powder, gently scorched oak, lily, raisin, Brazil nut in aroma and small cup. Crisp, velvety mouthfeel"
Brazil Gauriroba Natural,SOT Coffee Roaster,Light,Japan,Brazil,21.46,94,July 2021,"Citrusy-bright, juicy-sweet, spice-toned. Pink grapefruit zest, green peppercorn, honeysuckle, agave syrup, frankincense in aroma and cup. Delicately sweet-tart structure with high-toned, vibrant acidity",Sudan Rume,modcup coffee,Light,United States,Valle Del Cauca Growing Region,Colombia,17.64,94,June 2020,"Spice-toned, delicate and deep. Cardamom, black tea, bergamot, honeysuckle, sandalwood in aroma and cup. Sweet-savory structure with juicy acidity"
Yemen Mocha Khulani,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,93,July 2021,"Subtly complex, fruit-toned. Raspberry coulis, freesia, almond nougat, cedar, lemon verbena in aroma and cup. Sweet-tart structure with vibrant acidity",Ethiopia Sidama Keramo Village,modcup coffee,Medium-Light,United States,Sidamo (Also Sidama) Growing Region,South-Central Ethiopia,7.35,94,June 2020,"Delicate, deep, vibrantly sweet-tart. Lilac, dried apricot, cocoa nib, lemon verbena, cedar in aroma and cup. Sweet-tart structure with lively, bright acidity"
Yemen Mocha Harazi,Dragonfly Coffee Roasters,Medium-Light,United States,Yemen,15.43,93,July 2021,"Crisply spice-toned. Molasses, dried cherry, clove, cashew, grapefruit zest in aroma and cup. Sweet-toned structure with brisk acidity",Red Bourbon Natural Exclusive Reserve,Hala Tree Kona Coffee,Medium-Light,Hawai'i,North Kona Growing District,â€œBig Islandâ€ Of Hawaii,16.75,95,June 2020,"Sweetly pungent, juicy. Tangerine, dark chocolate, almond butter, honeysuckle, a hint of kefir in aroma and cup. Sweetly tart structure with bold, lactic acidity"
Brazil Ipanema Golden Edition C26 Lychee,GK Coffee,,Taiwan,Brazil,4,94,July 2021,"A ready-to-drink black coffee, tested cold. Dried guava, dark chocolate, frangipane, vanilla, cedar. Sweet-tart structure with crisp, juicy acidity",Yemen,Baba Java Coffee,Medium-Light,United States,Yemen,North Kona Growing District,11.02,93,July 2020,"Richly sweet, deeply aromatic, vibrant. Dried apricot, dark chocolate, narcissus, pink grapefruit zest, sandalwood in aroma and cup. Sweet-tart structure with lively, balanced acidity"
Ethiopia Natural Guji D Minor 21/01,Kakalove Cafe,Light,Taiwan,Ethiopia,5.31,95,August 2021,"Complex, bright, cleanly fruit-forward. Meyer lemon zest, ripe plum, cocoa nib, violet, black sage in aroma and cup. Sweetly tart with crisp, juicy acidity",Heritage Blend,Baba Java Coffee,Medium-Light,United States,Ethiopia,Yemen,5.29,92,July 2020,"Richly fruit-forward, balanced. Black cherry, cocoa nib, bergamot, cedar, maple syrup in aroma and cup. Sweet-toned structure with gentle acidity"
Ethiopia Hambela Yellow Honey James Selection,Kakalove Cafe,Light,Taiwan,Ethiopia,5.81,95,August 2021,"Crisply sweet-tart, bright and juicy. Tamarind, pink grapefruit zest, cocoa nib, freesia, redwood in aroma and cup. Bright, juicy, electric acidity",China Yunnan Natural,Baba Java Coffee,Medium-Light,United States,Yunnan Province,China,4.41,91,July 2020,"Deep-toned, richly sweet-tart. Pie cherry, baking chocolate, magnolia, fresh-cut fir, agave syrup in aroma and cup. Sweetly tart structure with brisk acidity"
Ethiopia Guji Hambela Kudume Yellow Honey,Coffee Please,Medium-Light,Taiwan,Ethiopia,8.96,94,August 2021,"Richly sweet-tart, fruit-forward. Dried strawberry, dark chocolate, cashew butter, thyme, pink grapefruit zest in aroma and cup. Brightly sweet with juicy acidity",Sweet Diary Espresso,Choosy Gourmet,Medium,Taiwan,Colombia,Ethiopia,4.93,91,July 2020,"Evaluated as espresso. Deeply sweet, chocolate-toned. Chocolate fudge, pear, almond, scorched cedar, gardenia in aroma and small cup. Satiny-smooth mouthfeel"
Esmeralda Estate Panama Geisha,Difference Coffee,,England,Panama,111.11,94,August 2021,"Evaluated as espresso produced as a â€œristrettoâ€ 25ml (.85-ounce) shot using a Nespresso capsule espresso brewer with whole milk heated using a conventional steam wand. Rich-toned, floral- and fruit-driven. Jasmine, apricot, almond, baking chocolate, cedar in aroma and small cup. Delicately viscous mouthfeel",Snowfield Espresso Blend,RamsHead Coffee Roasters,Medium,United States,El Salvador,Ethiopia,4.69,91,July 2020,"Evaluated as espresso. Very sweet, caramel-toned. Dark caramel, lily, persimmon, roasted walnut, cedar in aroma and small cup. Crisp, satiny mouthfeel"
Ethiopia Sidamo Bensa Mirado Natural,LECO Coffee,Light,Taiwan,Ethiopia,7.05,94,August 2021,"High-toned, richly sweet-tart. Tea rose, peach, almond butter, oak, maple syrup in aroma and cup. Sweetly tart structure with bright, lively acidity",Karimiuki Espresso,JBC Coffee Roasters,Medium-Light,United States,Kirinyaga,Kenya,6.17,96,July 2020,"Evaluated as espresso. Berry- and flower-driven, intricately sweet-tart, wildly aromatic. Ripe raspberry, wisteria, toffee, sandalwood, dark chocolate in aroma and small cup. Viscous, syrupy mouthfeel"
Ethiopia Yirgacheffe Kochere Sheferaw Jigeso Beraso,EK Roast Studio,Light,Taiwan,Ethiopia,6.34,93,August 2021,"Sweetly tart, gently fruit-toned. Apricot, orange blossom, cocoa nib, nougat, cashew in aroma and cup. Sweet-tart structure with juicy, balanced acidity",Karimiuki Kenya,JBC Coffee Roasters,Medium-Light,United States,Kirinyaga,Kenya,6.17,95,July 2020,"Deeply sweet, richly sweet-savory, intricately balanced. Red currant, star jasmine, dark chocolate, pink grapefruit zest, sandalwood in aroma and cup. Sweetly savory structure with complex, bright acidity"
Colombia Vella Black Hawk Natural,LECO Coffee,Medium-Light,Taiwan,Colombia,7.05,93,August 2021,"Crisply sweet, fruit-forward. Dried mango, agave syrup, lime zest, pink peppercorn, cedar in aroma and cup. Sweetly tart structure with brisk acidity",Colombia San Pedro,Corvus Coffee Roasters,Medium-Light,United States,Acevedo,Huila Department,5.58,94,July 2020,"Crisply sweet, rich-toned, deep. Apricot, citrus blossom, Meyer lemon zest, cocoa nib, maple syrup in aroma and cup. Balanced, sweet-tart structure with juicy acidity"
Yemen Mocca Matari,EK Roast Studio,Medium-Light,Taiwan,Yemen,9.59,94,August 2021,"Very sweet, richly savory. Honey, tiger lily, fresh pipe tobacco, ginseng, date in aroma and cup. Richly sweet structure with juicy-tart acidity",DR Congo, Gera Village, SOPACDI,Conscious Cup Coffee Roasters,Medium-Light,United States,South Kivu Province,The Democratic Republic Of The Congo,6.17,94
Kenya Nyeri Ndaroini AA Washed,Coffee Please,Medium-Light,Taiwan,Kenya,6.68,93,August 2021,"Sweetly spice-toned. Red currant, tea rose, pink peppercorn, cocoa powder, cedar in aroma and cup. Sweet structure with bright, juicy acidity",Colombia Buesaco,Oak & Bond Coffee Company,Medium-Light,United States,NariÃ±o,Colombia,5.29,93,July 2020,"High-toned, crisply sweet-tart. Tangerine zest, cocoa nib, apricot, cedar, freesia-like flowers in aroma and cup. Brightly sweet-tart structure with lively, juicy acidity"
Ethiopia Buku Abela,Home in Harmony,Medium-Light,Taiwan,Ethiopia,4.93,94,July 2021,"Cleanly fruit-toned, delicately sweet-tart. Raspberry, bergamot, cocoa nib, honey, lemon verbena in aroma and cup. Sweetly tart structure with delicate, buoyant mouthfeel",El Floral Colombia,JBC Coffee Roasters,Medium-Light,United States,Planadas,Tolima Department,6.17,95,July 2020,"Delicate, confident, complex, lyrical. Passion fruit, cocoa nib, wisteria, lemon verbena, agave syrup in aroma and cup. Sweet-tart structure with juicy, bright acidity"
Ethiopia Nano Genji,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.32,92,August 2021,"Bright, richly chocolaty. Dark chocolate, pink grapefruit zest, plum, almond, lemon-thyme in aroma and cup. Sweet-tart structure with brisk acidity",El Salvador Geisha Natural,Paradise Roasters,Medium-Light,United States,Chalatenango,El Salvador,9.96,94,July 2020,"Sweet-toned, fruit-forward, delicately floral. Dried strawberry, lilac, cocoa nib, almond brittle, wild honey in aroma and cup. Deeply sweet structure with rich, vibrant acidity"
Dominican Republic Organic Ramirez Estate,Cafe Kreyol,Medium-Light,United States,Dominican Republic,3.82,90,August 2021,"Delicate, sweet, quietly nuanced. Clover, oak, cocoa powder, macadamia nut, agave syrup in aroma and cup. Sweet-toned with a quietly present, backgrounded acidity",Colombia Pink Bourbon Honey,Bird Rock Coffee Roasters,Medium-Light,United States,Huila Department,Colombia,8.23,93,July 2020,"Floral and sweetly spice-toned. Jasmine, pink peppercorn, apricot, baking chocolate, fresh-cut oak in aroma and cup. Sweet-savory structure with balanced, bright acidity"
Tanzania Gesha Peaberry,Paradise Roasters,Light,United States,Tanzania,66.09,95,August 2021,"Lyrically balanced, richly spice-toned. Bergamot, wisteria, cocoa nib, sugarcane, guava in aroma and cup. Intoxicatingly sweet structure with delicately bright acidity",Ethiopia Natural Guji Lot D Minor,Kakalove Cafe,Medium-Light,Taiwan,Guji Zone,Oromia Region,3.89,95,July 2020,"Delicate, high-toned, richly floral. Lilac, cocoa nib, dried apricot, sandalwood, a hint of coconut in aroma and cup. Sweet-tart structure with juicy acidity"
Panama Geisha,Baba Java Coffee,Medium-Light,United States,Panama,17.64,92,August 2021,"Richly sweet, floral-toned. Honeysuckle, raisin, pistachio, caramel, fresh-cut cedar in aroma and cup. Sweet-toned structure with gentle, round acidity",Taiwan Natural Alishan Zhuo-Wu Farm Geisha,Kakalove Cafe,Medium-Light,Taiwan,Alishan,Chaiyi,28.32,94,July 2020,"Elegantly fruit-toned, chocolaty. Dried mulberry, dark chocolate, ginseng, pink grapefruit zest, frankincense in aroma and cup. Sweet-savory structure with rich, engaging acidity"
Nicaragua Jinotega Hacienda La Bastilla Blue Candy Natural,RamsHead Coffee Roasters,Medium-Light,United States,Nicaragua,5.28,92,August 2021,"Fruit-forward, deeply sweet. Blueberry, dark chocolate, magnolia, cedar, almond in aroma and cup. Sweet structure with gentle acidity",All Rise,RND & Red Rooster Coffee Roaster,Medium-Light,United States And Floyd,Ethiopia,Democratic Republic Of The Congo,5.88,94,July 2020,"High-toned, richly sweet-tart. Pie cherry, dark chocolate, almond butter, violet, cedar in aroma and cup. Sweetly tart structure with juicy, fruit-toned acidity"
Ethiopia Bench Maji Gesha Village Oma Geisha 1931 Lot 55 Natural,Tasterâ€™s Coffee,Light,Taiwan,Ethiopia,21.38,94,August 2021,"Delicate, richly sweet, floral-toned. Star jasmine, raspberry, cocoa nib, maple syrup, sandalwood in aroma and cup. Bright, sweet-tart structure with juicy acidity",Rwanda Natural Musasa,Durango Coffee Company,Medium-Light,United States,Central Rwanda,Ethiopia,4.98,93,July 2020,"Delicate, sweetly fruit-toned. Wild strawberry, dark chocolate, hazelnut butter, cedar, agave syrup in aroma and cup. Sweet-tart structure with juicy acidity"
Banti Nenga Hambela Wamena,Drink Coffee Do Stuff,Medium-Light,United States,Ethiopia,6.47,93,August 2021,"Very fruit-centric, spicily floral. Watermelon candy, star jasmine, agave syrup, pistachio butter, pink peppercorn in aroma and cup. Brightly sweet-tart with energetic acidity",Nano Challa #6 Ethiopia,JBC Coffee Roasters,Medium-Light,United States,Agaro Gera,Jimma Zone,5.36,93,July 2020,"High-toned, richly floral. Star jasmine, cocoa nib, bergamot, almond nougat, oak in aroma and cup. Sweet-tart structure with bright, juicy acidity"
Ethiopia Guji Natural Euphora Special Lot,Euphora Coffee,Medium-Light,Taiwan,Ethiopia,4.53,94,August 2021,"Richly sweet, deep-toned, bright and juicy. Pomegranate, dark chocolate, marshmallow, hazelnut butter, key lime in aroma and cup. Sweet structure with high-toned, balanced acidity",El Salvador Pacamara,RamsHead Coffee Roasters,Medium,United States,Ahuachapan,El Salvador,5.28,92,July 2020,"Richly sweet-savory, cocoa-toned. Cocoa powder, hop flowers, black cherry, fresh-cut oak, agave syrup in aroma and cup. Balanced, bittersweet structure with brisk acidity"
Ethiopia Hambela G1,Mr. Chao Coffee,Medium-Light,Taiwan,Ethiopia,3.67,91,August 2021,"Deep-toned, chocolaty. Baking chocolate, date, hazelnut, fresh-cut cedar, brown sugar in aroma and cup. Sweet-toned structure with gentle, round acidity",Costa Rica Coffea Diversa Washed Geisha,Paradise Roasters,Medium-Light,United States,Biollet,Costa Rica,17.62,93,August 2020,"Delicately floral, spice-toned. Honeysuckle, apricot, bergamot, spearmint, cocoa nib in aroma and cup. Sweet structure with vibrant, elegant acidity"
Sudan Rume,JBC Coffee Roasters,Medium-Light,United States,Colombia,13.23,95,August 2021,"Complex, sweetly and intricately herbaceous, citrusy. Lemon verbena, cardamom, cocoa nib, ginger, aromatic orchid in aroma and cup. Sweetly savory with delicately juicy acidity",Guatemala Bella Carmona,Conscious Cup Coffee Roasters,Medium-Light,United States,Antigua,Guatemala,5.58,94,August 2020,"Deeply chocolaty, vibrantly high-toned. Dark chocolate, nectarine, almond butter, freesia-like flowers, lemon thyme in aroma and cup. Sweet-tart structure with bright, juicy acidity"
Testi Ayla Double Ethiopia,Barrington Coffee Roasting,Light,United States,Ethiopia,16.15,97,August 2021,"High-toned, floral-driven, lyrically sweet. Wisteria, Keemun tea, white nectarine, fresh-cut basil, pink peppercorn in aroma and cup. Impeccably crystalline, balanced structure with buoyant acidity",Ethiopia Yirgacheffe Kochere Debo,Jackrabbit Java,Medium-Light,United States,Yirgacheffe Growing Region,Southern Ethiopia,4.12,94,August 2020,"Bright, juicy, floral-toned. Narcissus, red plum, cocoa nib, bay leaf, maple syrup in aroma and cup. Gently tart structure with deep, juicy acidity"
Primavera Colombia Espresso,JBC Coffee Roasters,Medium-Light,United States,Colombia,5.58,94,August 2021,"Evaluated as espresso. Crisply sweet, balanced, deep-toned. Pomegranate, dark chocolate, molasses, sandalwood, lilac in aroma and small cup. Viscous, full mouthfeel",Ethiopia Guji Natural Water-Processed Decaf,Jackrabbit Java,Medium-Light,United States,Guji Zone,Oromia Region,4.12,90,August 2020,"Sweetly nut- and cocoa-toned. Cashew butter, cocoa powder, magnolia, date, oak in aroma and cup. Sweet structure with gentle acidity"
Andi Sumatra,JBC Coffee Roasters,Medium-Light,United States,Indonesia,5.73,93,August 2021,"Deeply sweet, richly savory. Black cherry, freesia-like flowers, almond, dark chocolate, fresh-cut cedar in aroma and cup. Sweet-savory structure with gentle, round acidity",Kilauea Volcano Champagne Natural,Paradise Roasters,Light,United States,Volcano,Puna District,26.41,95,August 2020,"Exceptionally bright, vibrantly pungent. Guava, cherry blossom, cocoa nib, nougat, sandalwood in aroma and cup. Balanced, sweetly tart structure with big, juicy acidity"
Gigesa Ethiopia,JBC Coffee Roasters,Light,United States,Ethiopia,5.29,94,August 2021,"Delicate, richly aromatic, complex. Tangerine zest, cocoa nib, guava, marjoram, jasmine in aroma and cup. Sweet-tart structure with zesty-bright acidity",Nicaragua La Benedicion SL28 Natural,Paradise Roasters,Light,United States,Nueva Segovia,Nicaragua,11.73,94,August 2020,"Deep, chocolaty, fruit-forward. Black cherry, almond nougat, frankincense, fresh-cut oak, honey in aroma and cup. Sweet-tart structure with bright, winy acidity"
Guatemala Buena Vista Single-Origin Espresso,Temple Coffee Roasters,Medium-Light,United States,Guatemala,6.61,93,August 2021,"Evaluated as espresso. Rich-toned, deeply chocolaty. Dark chocolate, raspberry, molasses, hazelnut, fresh-cut oak in aroma and small cup. Very syrupy mouthfeel",Colombia Tolima Geisha,Paradise Roasters,Light,United States,Tolima,Colombia,17.62,94,August 2020,"Delicate, fruit- and floral-toned. Apricot, honeysuckle, cocoa nib, white peppercorn, myrrh in aroma and cup. Deeply sweet structure with gently bright acidity"
Ethiopia Reko Yirgacheffe,Temple Coffee Roasters,Medium-Light,United States,Ethiopia,6.03,93,August 2021,"Floral-toned, deeply sweet. Tea rose, nectarine, sandalwood, cocoa nib, agave syrup in aroma and cup. Sweetly tart in structure with juicy, vibrant acidity and lightly satiny mouthfeel. Finish leads with notes of cocoa nib and tea rose, supported by hints of nectarine.",Classic Blend (FTO, RFA),Wheelys Cafe Taiwan,Medium,Taiwan,Indonesia,Costa Rica,6.66,93,August 2020
